"Id","FIPS","Geography","Year","Variable","Value"
"0600000US0900904580","0900904580","Bethany town","2013-2017","Per Capita Income","51192"
"0600000US0900904580","0900904580","Bethany town","2013-2017","MoE","6349"
"0600000US0900907310","0900907310","Branford town","2013-2017","Per Capita Income","47070"
"0600000US0900907310","0900907310","Branford town","2013-2017","MoE","2556"
"0600000US0900914160","0900914160","Cheshire town","2013-2017","Per Capita Income","47012"
"0600000US0900914160","0900914160","Cheshire town","2013-2017","MoE","2117"
"0600000US0900919550","0900919550","Derby town","2013-2017","Per Capita Income","30321"
"0600000US0900919550","0900919550","Derby town","2013-2017","MoE","3307"
"0600000US0900922910","0900922910","East Haven town","2013-2017","Per Capita Income","32987"
"0600000US0900922910","0900922910","East Haven town","2013-2017","MoE","1890"
"0600000US0900934950","0900934950","Guilford town","2013-2017","Per Capita Income","60003"
"0600000US0900934950","0900934950","Guilford town","2013-2017","MoE","4463"
"0600000US0900935650","0900935650","Hamden town","2013-2017","Per Capita Income","37009"
"0600000US0900935650","0900935650","Hamden town","2013-2017","MoE","1366"
"0600000US0900944560","0900944560","Madison town","2013-2017","Per Capita Income","53379"
"0600000US0900944560","0900944560","Madison town","2013-2017","MoE","3677"
"0600000US0900946520","0900946520","Meriden town","2013-2017","Per Capita Income","32762"
"0600000US0900946520","0900946520","Meriden town","2013-2017","MoE","1293"
"0600000US0900946940","0900946940","Middlebury town","2013-2017","Per Capita Income","46918"
"0600000US0900946940","0900946940","Middlebury town","2013-2017","MoE","3254"
"0600000US0900947535","0900947535","Milford town","2013-2017","Per Capita Income","43547"
"0600000US0900947535","0900947535","Milford town","2013-2017","MoE","1491"
"0600000US0900949950","0900949950","Naugatuck town","2013-2017","Per Capita Income","34593"
"0600000US0900949950","0900949950","Naugatuck town","2013-2017","MoE","3823"
"0600000US0900952070","0900952070","New Haven town","2013-2017","Per Capita Income","24688"
"0600000US0900952070","0900952070","New Haven town","2013-2017","MoE","680"
"0600000US0900953890","0900953890","North Branford town","2013-2017","Per Capita Income","42794"
"0600000US0900953890","0900953890","North Branford town","2013-2017","MoE","4404"
"0600000US0900954870","0900954870","North Haven town","2013-2017","Per Capita Income","43424"
"0600000US0900954870","0900954870","North Haven town","2013-2017","MoE","2816"
"0600000US0900957600","0900957600","Orange town","2013-2017","Per Capita Income","51784"
"0600000US0900957600","0900957600","Orange town","2013-2017","MoE","4009"
"0600000US0900958300","0900958300","Oxford town","2013-2017","Per Capita Income","42695"
"0600000US0900958300","0900958300","Oxford town","2013-2017","MoE","3686"
"0600000US0900962290","0900962290","Prospect town","2013-2017","Per Capita Income","41285"
"0600000US0900962290","0900962290","Prospect town","2013-2017","MoE","2960"
"0600000US0900967610","0900967610","Seymour town","2013-2017","Per Capita Income","35974"
"0600000US0900967610","0900967610","Seymour town","2013-2017","MoE","2965"
"0600000US0900969640","0900969640","Southbury town","2013-2017","Per Capita Income","45690"
"0600000US0900969640","0900969640","Southbury town","2013-2017","MoE","2702"
"0600000US0900978740","0900978740","Wallingford town","2013-2017","Per Capita Income","40338"
"0600000US0900978740","0900978740","Wallingford town","2013-2017","MoE","1420"
"0600000US0900980070","0900980070","Waterbury town","2013-2017","Per Capita Income","21605"
"0600000US0900980070","0900980070","Waterbury town","2013-2017","MoE","814"
"0600000US0900982870","0900982870","West Haven town","2013-2017","Per Capita Income","27968"
"0600000US0900982870","0900982870","West Haven town","2013-2017","MoE","1791"
"0600000US0900987560","0900987560","Wolcott town","2013-2017","Per Capita Income","35565"
"0600000US0900987560","0900987560","Wolcott town","2013-2017","MoE","1803"
"0600000US0900987700","0900987700","Woodbridge town","2013-2017","Per Capita Income","54109"
"0600000US0900987700","0900987700","Woodbridge town","2013-2017","MoE","4229"
"0600000US0901106820","0901106820","Bozrah town","2013-2017","Per Capita Income","36717"
"0600000US0901106820","0901106820","Bozrah town","2013-2017","MoE","2755"
"0600000US0901115910","0901115910","Colchester town","2013-2017","Per Capita Income","42775"
"0600000US0901115910","0901115910","Colchester town","2013-2017","MoE","2832"
"0600000US0901123400","0901123400","East Lyme town","2013-2017","Per Capita Income","43195"
"0600000US0901123400","0901123400","East Lyme town","2013-2017","MoE","2470"
"0600000US0901129910","0901129910","Franklin town","2013-2017","Per Capita Income","42290"
"0600000US0901129910","0901129910","Franklin town","2013-2017","MoE","4245"
"0600000US0901133900","0901133900","Griswold town","2013-2017","Per Capita Income","31146"
"0600000US0901133900","0901133900","Griswold town","2013-2017","MoE","4017"
"0600000US0901134250","0901134250","Groton town","2013-2017","Per Capita Income","35903"
"0600000US0901134250","0901134250","Groton town","2013-2017","MoE","1837"
"0600000US0901142390","0901142390","Lebanon town","2013-2017","Per Capita Income","40033"
"0600000US0901142390","0901142390","Lebanon town","2013-2017","MoE","3758"
"0600000US0901142600","0901142600","Ledyard town","2013-2017","Per Capita Income","42765"
"0600000US0901142600","0901142600","Ledyard town","2013-2017","MoE","4413"
"0600000US0901143230","0901143230","Lisbon town","2013-2017","Per Capita Income","39146"
"0600000US0901143230","0901143230","Lisbon town","2013-2017","MoE","3175"
"0600000US0901144210","0901144210","Lyme town","2013-2017","Per Capita Income","61367"
"0600000US0901144210","0901144210","Lyme town","2013-2017","MoE","9016"
"0600000US0901148900","0901148900","Montville town","2013-2017","Per Capita Income","32796"
"0600000US0901148900","0901148900","Montville town","2013-2017","MoE","2434"
"0600000US0901152350","0901152350","New London town","2013-2017","Per Capita Income","23385"
"0600000US0901152350","0901152350","New London town","2013-2017","MoE","1896"
"0600000US0901155500","0901155500","North Stonington town","2013-2017","Per Capita Income","36664"
"0600000US0901155500","0901155500","North Stonington town","2013-2017","MoE","4054"
"0600000US0901156270","0901156270","Norwich town","2013-2017","Per Capita Income","28429"
"0600000US0901156270","0901156270","Norwich town","2013-2017","MoE","1578"
"0600000US0901157040","0901157040","Old Lyme town","2013-2017","Per Capita Income","55056"
"0600000US0901157040","0901157040","Old Lyme town","2013-2017","MoE","4669"
"0600000US0901162150","0901162150","Preston town","2013-2017","Per Capita Income","36152"
"0600000US0901162150","0901162150","Preston town","2013-2017","MoE","3486"
"0600000US0901166210","0901166210","Salem town","2013-2017","Per Capita Income","48703"
"0600000US0901166210","0901166210","Salem town","2013-2017","MoE","6011"
"0600000US0901171670","0901171670","Sprague town","2013-2017","Per Capita Income","31035"
"0600000US0901171670","0901171670","Sprague town","2013-2017","MoE","2788"
"0600000US0901173770","0901173770","Stonington town","2013-2017","Per Capita Income","49353"
"0600000US0901173770","0901173770","Stonington town","2013-2017","MoE","2847"
"0600000US0901178600","0901178600","Voluntown town","2013-2017","Per Capita Income","34042"
"0600000US0901178600","0901178600","Voluntown town","2013-2017","MoE","2334"
"0600000US0901180280","0901180280","Waterford town","2013-2017","Per Capita Income","42028"
"0600000US0901180280","0901180280","Waterford town","2013-2017","MoE","2557"
"0600000US0901301080","0901301080","Andover town","2013-2017","Per Capita Income","42190"
"0600000US0901301080","0901301080","Andover town","2013-2017","MoE","3652"
"0600000US0901306260","0901306260","Bolton town","2013-2017","Per Capita Income","49763"
"0600000US0901306260","0901306260","Bolton town","2013-2017","MoE","5217"
"0600000US0901316400","0901316400","Columbia town","2013-2017","Per Capita Income","46301"
"0600000US0901316400","0901316400","Columbia town","2013-2017","MoE","4403"
"0600000US0901317800","0901317800","Coventry town","2013-2017","Per Capita Income","41100"
"0600000US0901317800","0901317800","Coventry town","2013-2017","MoE","3151"
"0600000US0901325360","0901325360","Ellington town","2013-2017","Per Capita Income","44421"
"0600000US0901325360","0901325360","Ellington town","2013-2017","MoE","4833"
"0600000US0901337910","0901337910","Hebron town","2013-2017","Per Capita Income","45956"
"0600000US0901337910","0901337910","Hebron town","2013-2017","MoE","2942"
"0600000US0901344910","0901344910","Mansfield town","2013-2017","Per Capita Income","21916"
"0600000US0901344910","0901344910","Mansfield town","2013-2017","MoE","2819"
"0600000US0901369220","0901369220","Somers town","2013-2017","Per Capita Income","40388"
"0600000US0901369220","0901369220","Somers town","2013-2017","MoE","4028"
"0600000US0901372090","0901372090","Stafford town","2013-2017","Per Capita Income","33932"
"0600000US0901372090","0901372090","Stafford town","2013-2017","MoE","2044"
"0600000US0901376290","0901376290","Tolland town","2013-2017","Per Capita Income","47611"
"0600000US0901376290","0901376290","Tolland town","2013-2017","MoE","3576"
"0600000US0901377830","0901377830","Union town","2013-2017","Per Capita Income","46679"
"0600000US0901377830","0901377830","Union town","2013-2017","MoE","5352"
"0600000US0901378250","0901378250","Vernon town","2013-2017","Per Capita Income","35260"
"0600000US0901378250","0901378250","Vernon town","2013-2017","MoE","1457"
"0600000US0901385950","0901385950","Willington town","2013-2017","Per Capita Income","39635"
"0600000US0901385950","0901385950","Willington town","2013-2017","MoE","6505"
"0600000US0901501430","0901501430","Ashford town","2013-2017","Per Capita Income","34236"
"0600000US0901501430","0901501430","Ashford town","2013-2017","MoE","2936"
"0600000US0901509190","0901509190","Brooklyn town","2013-2017","Per Capita Income","31014"
"0600000US0901509190","0901509190","Brooklyn town","2013-2017","MoE","2736"
"0600000US0901512130","0901512130","Canterbury town","2013-2017","Per Capita Income","36138"
"0600000US0901512130","0901512130","Canterbury town","2013-2017","MoE","3493"
"0600000US0901513810","0901513810","Chaplin town","2013-2017","Per Capita Income","33757"
"0600000US0901513810","0901513810","Chaplin town","2013-2017","MoE","2942"
"0600000US0901521860","0901521860","Eastford town","2013-2017","Per Capita Income","38958"
"0600000US0901521860","0901521860","Eastford town","2013-2017","MoE","3604"
"0600000US0901536000","0901536000","Hampton town","2013-2017","Per Capita Income","36094"
"0600000US0901536000","0901536000","Hampton town","2013-2017","MoE","3048"
"0600000US0901540500","0901540500","Killingly town","2013-2017","Per Capita Income","29577"
"0600000US0901540500","0901540500","Killingly town","2013-2017","MoE","1785"
"0600000US0901559980","0901559980","Plainfield town","2013-2017","Per Capita Income","29275"
"0600000US0901559980","0901559980","Plainfield town","2013-2017","MoE","1892"
"0600000US0901561030","0901561030","Pomfret town","2013-2017","Per Capita Income","43686"
"0600000US0901561030","0901561030","Pomfret town","2013-2017","MoE","4677"
"0600000US0901562710","0901562710","Putnam town","2013-2017","Per Capita Income","31197"
"0600000US0901562710","0901562710","Putnam town","2013-2017","MoE","3176"
"0600000US0901567400","0901567400","Scotland town","2013-2017","Per Capita Income","32594"
"0600000US0901567400","0901567400","Scotland town","2013-2017","MoE","3162"
"0600000US0901573420","0901573420","Sterling town","2013-2017","Per Capita Income","28663"
"0600000US0901573420","0901573420","Sterling town","2013-2017","MoE","3364"
"0600000US0901575870","0901575870","Thompson town","2013-2017","Per Capita Income","35606"
"0600000US0901575870","0901575870","Thompson town","2013-2017","MoE","3049"
"0600000US0901586790","0901586790","Windham town","2013-2017","Per Capita Income","19666"
"0600000US0901586790","0901586790","Windham town","2013-2017","MoE","960"
"0600000US0901588190","0901588190","Woodstock town","2013-2017","Per Capita Income","37910"
"0600000US0901588190","0901588190","Woodstock town","2013-2017","MoE","4444"
